timestamp,open,high,low,close,volume,ema_trend_1h,rsi_14_1h,adx_1h,ema20_slope_1h,rsi_14,ema20,ema50,ema200,ema20_slope,ema50_slope,ema_trend,adx,bb_width,return_1,return_3,rsi_slope,price_ema20_dist,price_ema50_dist,atr_14,atr_pct,vol_sma20,vol_ratio,vol_zscore,body_pct,upper_wick_pct,lower_wick_pct,hour,trend_alignment,bb_upper,bb_lower,label
2024-02-07 03:30:00,42947.87,42958.0,42855.0,42864.11,414.91889,1.0,61.94875947876016,35.60886305539812,-0.0502371078725527,35.512733179626764,43061.95004300745,43082.24291439073,43031.76012034107,-0.4833941556766641,-0.2100266875673107,-1,14.598662469794764,0.0076399752798191,-0.0019502713405811,-0.0042957984661213,-9.70388597259111,-0.0046155173409047,-0.0050889407103221,77.1264285714299,0.0017993241565363,172.4261505,2.406357091408823,3.3816939168535947,0.8132038834951654,0.0983495145630813,0.0884466019417532,3,0,43226.44615992215,42897.45392609275,1.0
2024-02-07 03:45:00,42864.1,42878.79,42788.0,42800.0,394.17592,1.0,61.94875947876016,35.60886305539812,-0.0502371078725527,24.55966698756609,43037.00173887004,43071.00615751295,43028.21267548671,-0.5793584385399564,-0.2608210742440775,-1,16.705920758057623,0.009243774632808,-0.0014956568560504,-0.0044460323685299,-15.268438499835485,-0.0055374238053748,-0.0063319195680596,74.90285714285866,0.0017500667556742,186.446712,2.1141478751312066,2.4243262815494213,0.7060248926092954,0.1618019605683686,0.132173146822336,3,0,43235.91391134301,42838.08956639708,1.0
2024-02-07 09:30:00,42964.83,43195.6,42964.82,43174.0,386.54423,1.0,38.6159451046976,27.869445776894235,-0.1598509783290458,72.30970583347101,42979.435199374726,43005.81066525007,43008.43298439711,0.4767473355500318,0.16065078833849,-1,14.943068629445008,0.0052263195907344,0.0048684005033883,0.0053832036686916,26.78216750000293,0.0045065270909638,0.0038956162215668,61.03642857142872,0.0014137311477145,148.680281,2.599835212848434,3.4321873637673925,0.906361036484961,0.0935956322038246,4.333131121430505e-05,9,0,43091.74733146548,42867.123067283974,1.0
2024-02-07 09:45:00,43174.01,43200.0,43138.68,43146.0,306.82683,1.0,38.6159451046976,27.869445776894235,-0.1598509783290458,73.369026791172,42995.2985529231,43011.34001223023,43010.32171801628,0.3690917173477803,0.1285720904831144,-1,16.173190098770633,0.0063436960725003,-0.0006485384722286,0.0047391290071907,28.47737752752364,0.0034928254548949,0.003121030634816,62.2250000000001,0.0014421962638483,159.717333,1.9210615669371336,1.9341582405494424,0.4567840834964476,0.423842139595533,0.1193737769080193,9,0,43131.6731062063,42858.923999639905,1.0
2024-02-07 17:00:00,43240.7,43327.77,43228.0,43268.16,702.5091,1.0,55.86214911824607,26.471725435757428,0.4849396125179428,60.46162942940423,43109.87783552373,43064.48226847848,43030.36291730461,0.3866335424018707,0.1934442951201376,1,12.520242505691408,0.0070970738427686,0.0006348184384576,0.0050178701959695,11.760306804786545,0.003658167217563,0.0047073351749074,143.1492857142865,0.0033084209200087,348.35425,2.0166514403082494,1.4830724119520342,0.2752330359828333,0.5974741906384206,0.1272927733787461,17,1,43262.854828699456,42956.900842348005,0.0
2024-02-07 17:15:00,43268.17,43538.33,43261.1,43538.32,1230.62414,1.0,55.86214911824607,26.471725435757428,0.4849396125179428,67.30349440301758,43150.68185619606,43083.09630350289,43036.71192469581,0.9465120923795034,0.4322363591500178,1,14.649626964008531,0.0108215551730557,0.0062438522923091,0.0095015990575149,15.31783939548901,0.0089033785365153,0.010455701931014,153.77571428571537,0.0035319625168292,400.152567,3.07538734344793,2.7097753698031872,0.9744616383508218,3.607113228019029e-05,0.0255022905168979,17,1,43384.16059842695,42917.20311396517,0.0
2024-02-07 17:30:00,43538.33,43710.0,43426.0,43460.29,1877.84678,1.0,55.86214911824607,26.471725435757428,0.4849396125179428,62.24719663596325,43180.1683493564,43097.9128106408,43041.99281006465,0.6833378267023793,0.3439053459279861,1,17.39172736128671,0.0124595602940838,-0.001792214306845,0.0050780849805658,5.629099033952784,0.0064454620676392,0.0083381217511251,170.24500000000106,0.0039172541186448,486.60048,3.8591141134920384,3.129271479867268,0.2747887323943693,0.6044718309859094,0.1207394366197213,17,1,43449.17130488513,42911.165393827665,0.0
2024-02-07 20:15:00,43837.74,44187.78,43837.73,44051.07,2589.4872,1.0,68.29610768913923,33.15493407345756,1.053657147409348,79.36214618026868,43510.54806678848,43295.00624199018,43117.97330303702,1.3093732422813087,0.7140819868360904,1,32.006678087275496,0.024652505291573,0.0048665841046056,0.0108738005774575,12.611960735613778,0.0122703474220154,0.0171633460438036,183.32357142857083,0.0041616144949162,698.664194,3.7063402164273502,3.086783583767709,0.6094272246822009,0.3905442079702923,2.856734750681741e-05,20,1,44046.870075016275,42974.22605856068,0.0
2024-02-08 00:45:00,44573.99,44698.46,44500.0,44676.01,993.48011,1.0,79.38476562500007,44.0940460726781,2.0028579957893644,68.67823676917024,44209.95931040969,43815.024776068094,43345.08504218796,1.1108914484110333,0.8031385714830641,1,55.6138058573445,0.016760073760124,0.0022885538654822,0.0074871459498466,4.474762574243044,0.0104317885502825,0.019271757346547,139.7642857142855,0.0031283967774715,717.9906155,1.3836951187839028,0.513370869223678,0.5140582485135772,0.1131210319459699,0.3728207195404529,0,1,44580.440399896484,43839.4782209229,1.0
2024-02-08 08:30:00,44625.72,44718.55,44612.55,44706.0,304.85767,1.0,80.07110256455908,58.26964114605998,1.0003984151290002,63.8681994818654,44550.56474206687,44348.56385897504,43711.7698152504,0.3673941588946405,0.3291272129830602,1,41.96721702406323,0.00525191240894,0.0017989625713601,0.0043303969785168,20.41009902170212,0.0034768321463144,0.0079952610617134,75.83642857142695,0.0016963367013695,243.2543005,1.2532467848394728,0.6930210408189945,0.7573584905660268,0.1183962264151217,0.1242452830188514,8,1,44667.55257396179,44433.57691017195,0.0
2024-02-08 08:45:00,44706.0,44744.0,44687.11,44718.33,431.39707,1.0,80.07110256455908,58.26964114605998,1.0003984151290002,60.478543470945645,44566.542385683504,44363.06658980701,43723.01940392163,0.358640652686315,0.3270169216320617,1,42.7940862191446,0.0062452855748632,0.0002758019057844,0.0023277196103148,3.1352057400745466,0.003394304177202,0.0079444695316885,73.35642857142686,0.0016404107347351,241.254535,1.788140770079203,2.269215397832494,0.2167340481631547,0.4512216558270085,0.3320442960098367,8,1,44705.707777823096,44427.37699354391,0.0
2024-02-08 13:45:00,44813.55,45000.0,44805.83,44984.0,1023.53643,1.0,68.77171048425447,62.20633858347037,0.8217636477134693,61.73402868318135,44754.65467991791,44588.28259424484,43930.67917674475,0.5397124017960664,0.3623973891480059,1,35.72789321208846,0.0076781326392899,0.0038037610954189,0.0041194702167102,7.7377208101402815,0.0050983754241972,0.0087968478960332,114.8478571428568,0.0025530823657935,401.853585,2.547038195515912,3.7255556292673977,0.8778390070556658,0.0824020188494625,0.0397589740948716,13,1,44926.470767344945,44582.83859249088,0.0
2024-02-08 14:00:00,44984.0,45189.97,44944.26,45181.99,1813.74875,1.0,70.95638271164475,62.59356465186231,1.377079507380197,65.54731061082475,44795.353281831725,44611.56669148643,43944.345212175474,0.909371376114576,0.5222021546213984,1,37.0635202107692,0.010845794928802,0.0044013426996265,0.0096358096998532,12.56411776595892,0.0085573193692502,0.0126250151556753,122.69428571428529,0.002715557365098,473.292974,3.8321903126328687,3.7558444446010633,0.8057873102437779,0.0324773106507803,0.1617353791054418,14,1,45038.27388955927,44552.43267410418,0.0
2024-02-08 15:15:00,45018.02,45444.0,45002.0,45373.02,1519.91886,1.0,65.68763659069592,63.35236457878796,1.4456503540547505,71.3127557182879,44922.97257708362,44702.12587520433,44006.28906769808,1.0556608451341989,0.6129837608817024,1,37.31747605744204,0.0163520768665552,0.0078859549766858,0.0079712624016421,16.256759197683422,0.0099188333268619,0.0147861906656349,178.70285714285689,0.0039385268413444,632.2048510000001,2.404155642899361,2.1164198644294747,0.8031674208144797,0.1605882352941249,0.0362443438913954,15,1,45290.264527409876,44555.68062675737,1.0
2024-02-08 20:00:00,45284.13,45491.63,45267.44,45484.87,514.68996,1.0,67.79675042104319,66.2749060804588,1.2181095350098925,60.45362204908271,45213.35847335562,44991.72431903423,44235.80711780248,0.6325174487242791,0.4475913245987062,1,26.30707731637366,0.0118997608962445,0.0044326777542866,0.0026476498497953,13.279847276720671,0.0059692712465569,0.0108419718681349,163.82500000000022,0.0036017471304194,637.1270105000001,0.807829446119519,-0.3673333315117939,0.8954012221776603,0.0301529952272398,0.0744457825950997,20,1,45482.37255092811,44944.34439578313,1.0
2024-02-09 01:45:00,45363.72,45500.0,45346.29,45492.0,211.25409,1.0,61.50653942381163,68.07978784350222,0.7076652387252302,60.19644464748775,45333.48091273151,45205.815358748216,44478.33314009576,0.368212708456328,0.2584654352213444,1,16.81061182460024,0.0057284565615482,0.0028278104176642,0.0034316781077994,17.242090124945022,0.0034845486518176,0.0062908784237181,98.41285714285654,0.0021633002976975,271.66160950000005,0.7776368931510728,-0.6719527176422703,0.8345585843471444,0.0520460607637762,0.1133953548890793,1,1,45463.32635082303,45203.63547463999,0.0
2024-02-09 02:00:00,45492.01,45537.23,45441.4,45521.28,410.16177,1.0,69.09930782680729,68.2353556649464,1.0695500313169235,68.1001640864664,45351.366540090414,45218.18663437115,44489.31496135628,0.394534613243902,0.2736655787483055,1,17.900692075627905,0.0067056497306325,0.0006436296491689,0.0041844991539012,17.225385890416952,0.0037326160404449,0.0066582786254878,97.16928571428538,0.0021345903655232,271.4141745,1.5112024666935735,1.550447567758937,0.3054367108420773,0.1664405718460197,0.528122717311903,2,1,45503.4217294981,45199.31135068273,0.0
2024-02-09 02:15:00,45521.28,45887.23,45498.0,45789.94,1209.62788,1.0,69.09930782680729,68.2353556649464,1.0695500313169235,76.82083501809171,45393.13544103419,45240.60853214024,44503.00210297773,0.9210064465610124,0.495860171271012,1,20.756858897446204,0.0108208809718495,0.0059018551323688,0.0093956139399502,24.491455059609883,0.0086657584387709,0.0119967719516506,118.25928571428553,0.0025826477543819,315.4629135,3.8344535228544383,3.916578475440344,0.6902345656809631,0.249955039436837,0.0598103948821998,2,1,45638.73229880491,45147.538583263464,0.0
2024-02-09 02:30:00,45789.95,45975.0,45657.43,45955.59,936.54675,1.0,69.09930782680729,68.2353556649464,1.0695500313169235,78.52889768165484,45446.70254188809,45268.64725795254,44518.27966932958,1.1800705180078364,0.6197689801716866,1,23.689006000822825,0.0158744836792821,0.0036176068367854,0.0101905829596411,18.33245303416709,0.011073461533448,0.0149479691599531,130.47714285714235,0.0028392006904305,345.832744,2.7080916028009194,2.2100151979504,0.521585792108825,0.0611203829077164,0.4172938249834585,2,1,45807.42401077553,45085.98107300064,0.0
2024-02-09 02:45:00,45955.59,46384.27,45955.58,46285.23,2234.22604,1.0,69.09930782680729,68.2353556649464,1.0695500313169235,90.1811750835136,45526.562299803525,45308.51357142738,44536.85300136315,1.7572178716780409,0.880660587175619,1,27.280692518961864,0.023584870407613,0.0071730120318334,0.0167822609557553,22.081010997047187,0.0163911403312995,0.0211021189388628,151.21642857142797,0.0032670557880219,434.42219449999993,5.142983181537241,3.5985088328535664,0.7689472579253318,0.231029415195117,2.3326879551100856e-05,2,1,46063.43133577479,44989.69326383226,0.0
2024-02-09 03:00:00,46285.22,46350.0,46105.0,46288.73,1032.26647,1.0,77.90720852727551,69.33689677795441,2.6450237885569106,89.77833419250328,45599.14969982224,45346.95373115022,44555.25755984849,1.594396685185906,0.8484091993492537,1,30.615830000090973,0.0287230183956056,7.56180751397828e-05,0.0108930040091774,12.957499174411566,0.0148973691906811,0.0203456925443792,163.18857142857087,0.0035254493140894,465.4014854999999,2.2180128387235243,1.0951401972486705,0.0143265306122532,0.2500816326530481,0.7355918367346986,3,1,46254.02230764718,44944.277091997305,0.0
2024-02-09 07:15:00,46250.02,46319.25,46190.0,46319.24,270.02166,1.0,73.03755657953765,69.84928764980083,1.6690358495379254,65.95206358609812,46056.97746440783,45734.80386752295,44811.2928372892,0.5997601567235833,0.5218582091295332,1,44.46454605801553,0.0108708434302827,0.0014968645412183,0.0026671123038062,20.80770388110335,0.0056620647400987,0.0126175673969834,115.1449999999994,0.0024859000277206,557.811734,0.4840731084369767,-0.6295284154480285,0.5355512572533939,7.736943908732897e-05,0.4643713733075187,7,1,46307.316559847466,45806.63836896819,0.0
2024-02-09 08:15:00,46343.36,46484.99,46332.0,46484.98,650.60667,1.0,73.80929890632521,69.95324204164727,1.5201993601376973,76.46577749058508,46151.54267490959,45824.05667739495,44873.7473233068,0.7610878625432527,0.5890453407793039,1,46.137598847879225,0.0126057375995393,0.0030556690201857,0.0037871197332735,8.69360825357171,0.0071730121232796,0.0142179973532323,116.90499999999987,0.0025148983607178,448.407924,1.4509258984459874,1.0374320906768186,0.9256814170861136,6.536374923041666e-05,0.074253219164656,8,1,46442.42979329284,45860.65555652635,0.0
